Date,INDUSTRIALS,HEALTH_CARE,INFORMATION_TECHNOLOGY,COMMUNICATION_SERVICES,CONSUMER_STAPLES,UTILITIES,FINANCIALS,MATERIALS,REAL_ESTATE,CONSUMER_DISCRETIONARY,ENERGY
2006-11-17,-0.004459201798140096,0.0010462215429461624,-0.005077532751137343,-0.00037664020448828495,-0.0023832261036066033,0.0013440193559829789,-0.0008490717975711207,0.0011538557430638234,-0.004014022248160529,-0.0044999049556381345,0.011747074022230334
2006-11-20,-0.0037792389558352775,-0.0021288710129127703,0.0041602471596338215,-0.0007187846803671378,-0.0006737155581358793,0.00020763143203040532,0.001353642721128765,0.0010073014919353325,0.023953418439615445,-0.0017998821666525555,-0.0034623648742446844
2006-11-21,0.005667320066826953,0.0004982733086869842,1.0813745982816146e-05,0.0046551303300394345,-0.0011231129046988656,0.001680613962545414,-0.0013343136769388571,0.008360352673399706,0.017417772047648463,0.0020396056550801467,0.016118011975999404
2006-11-22,0.0041589348913742856,0.0023053301877770105,0.007766797185739262,0.0049006659553004215,0.004448243718003202,0.0017493069034805505,0.00243252268081222,0.006523713420958042,0.0005244322477632497,0.008386610031652891,-0.003970884579486318
2006-11-24,-0.001675485535103081,-0.0018526893566000735,-0.002646766136676284,-0.0035943042255409674,-0.002404284825569955,0.002365902977241755,-0.002914152070122119,0.0009958742490248362,0.004748924620480329,-0.00643527139864252,-0.0005529785152261029
2006-11-27,-0.01948216257973797,-0.015124638250168397,-0.027498424751557855,-0.02016269956205836,-0.011175878074650892,-0.010516102670208052,-0.017216087608443186,-0.01615443948761067,-0.02588518179318879,-0.016590707403377022,-0.0043445983678513074
2006-11-28,-0.0018537752839720254,0.0031194285904243947,0.0030839413059347343,0.0012049042281048886,0.0028670366825110072,0.008870549870380844,0.0013810167547450016,-0.0020590626112251538,0.0002477758894605664,-0.0023794193797687627,0.01749737620887984
2006-11-29,0.007671392181140354,0.007067798555548117,0.00927115519864058,0.008788620169531178,0.008321112025726206,0.013738096594576327,0.00611723032200238,0.010879548238969621,0.014985540017633591,0.007735679922205572,0.030687743037993414
2006-11-30,0.0013981901249362587,0.005141947181794627,0.008556254794753047,0.005131969761762778,-0.00037749385707688186,0.0010965501919143552,-0.0017033960191825894,0.005185129574577886,0.01026565400367055,0.0055914771884687615,0.0011699007831897676
2006-12-01,-0.007392236544460085,-0.0019517074477937398,-0.010861019834103336,0.0040448116135369935,-0.0034789455893152674,0.0027725102455029176,-0.005431515133395094,-0.0048091636619300255,-0.004313627394224663,-0.006158535362950506,0.0046012617250951295
2006-12-04,0.013398042292526176,0.01162686262705492,0.016859348506877776,0.013817391252892566,0.013959505731501159,0.009361473088005804,0.014958527902356562,0.016590629061507368,0.014426449137721906,0.014361729374112597,-0.0040884771247607045
2006-12-05,0.0029111025209530733,0.0004704894215502139,0.003014420711346553,0.006469450100400467,0.009042760568549508,0.0021169457783278677,0.005913749239841043,0.008784265719709286,-0.00397810356141272,0.006482735957058414,0.002506046436016904
2006-12-06,0.000183808939330099,0.0042214533958656285,-0.00335413809177668,-0.002583952460013042,-0.000335674315981747,-0.004743485708079175,0.0019901301683042717,0.0016650211917810056,-0.002790898377953464,0.001108562758912849,-0.0004229491422554416
2006-12-07,-0.0029794591723960747,-0.002717962243525008,-0.0047654608807396704,-0.009174065555593773,-0.005047337689896438,-0.006051640674731304,-0.004421671424012856,0.0015406955019860447,-0.006718818075325801,-0.011555647590574043,-0.002889958022820265
2006-12-08,0.00020154688726274536,0.002319840399657178,0.003089903731716155,0.0063162420191268534,0.00515324422347379,-0.0020215334589659168,0.002590466308732766,0.0015599637630621015,-0.0007102842353009509,-0.00014220805146541248,-0.0018562265370871934
2006-12-11,-0.0009904494134725364,-0.0009232556182554227,-0.0004168909732495174,0.0050314819755042225,0.0005844341890983133,0.003991798140099557,0.0023772002196349733,-0.002047402896546905,0.0033665617865101965,0.0030716283590444034,-0.002942460719522989
2006-12-12,-0.0072574046384844566,-0.0033630540548334714,-0.005377367853302637,0.0002643147102699001,0.004593963690048418,0.004554070522649303,0.0017479217327981875,-0.01144068760988958,-0.0040171329436341965,-0.007416487382193222,-0.0017044056424525555
2006-12-13,-0.0014698487622747745,-0.005825412224650407,-0.0014349848841618672,0.0014096161360500211,-0.003161895439375384,0.002925072298705121,0.0007056544497254003,0.0075864991854932935,-0.004123652214799537,0.001848568780804789,0.00930838486953626
2006-12-14,0.008743484154075441,0.0030917059388791174,0.014223967479582982,0.0070301264575532004,0.005591398180507206,0.002536554997943403,0.004674434812948617,0.007184282976013839,0.004222236875759511,0.009215459272683385,0.016733335055554983
2006-12-15,-0.006972075575747682,-0.0002119880942462876,-0.00046204194927552684,-0.0022300172706988808,-0.0011175869360589724,-0.0007766970672062809,0.0021334901301329075,-0.00025032853118574694,-0.0024896717664464013,-0.005199016407667287,-0.010233815547789286
2006-12-18,-0.004100007810519204,-0.004464948387552709,-0.008886822623580475,-0.011380730611716808,-0.0025490622243004852,-0.0070165195770693755,-0.0007432416473456845,-0.00911956222140726,-0.009333299456950907,-0.0034917202063491767,-0.03074570141137473
2006-12-19,0.0016781513646119126,0.0011776370018313775,-0.006026720627028261,-0.0011497077837146347,0.0010498390924784948,0.006440670630770283,0.0005054066748727226,0.007471065451273637,-0.00665977211710156,0.0004296122032745118,0.01427309535262765
2006-12-20,-0.0006948354178152482,0.0014315071817438507,0.0015418387519099807,-0.006147213332191648,-0.0003553553209746052,-0.00393064543201093,0.00024839199765408314,-0.0007831893279621008,0.006787033746498298,0.005906261066714683,-0.00990701549829772
2006-12-21,-0.0047740334042591405,-0.0016992566804983266,-0.007439908908054789,-0.002078194577018785,-0.0009354040121606953,-0.002454348214227472,-0.0038381957341737374,-0.012570990378611127,-0.0086016529825261,-0.0025750640690060164,-0.0061495436414793
2006-12-22,-0.007391198468465769,-0.004984008636664815,-0.008876246283983731,-0.008065153678471687,-0.0004939125761966079,-0.001938151464643561,-0.003102770288706192,-0.0036718035941926686,-0.009270778601378293,-0.002677287627627208,-0.00903909057604276
2006-12-26,0.007183747853847466,0.003993007651542368,0.0069418185286367635,0.005444753815334824,0.002768499679875229,0.00671194285772575,0.004933440532687,0.009350887203121421,0.007110860421185948,0.0019374943712903714,-0.003670249406071906
2006-12-27,0.00962324468773245,0.0053001825115415,0.00640207066316134,0.0069440223377784105,0.0034661201922548852,0.003469386768486991,0.006231700837291704,0.01277241993863774,0.009886182112534529,0.010121467808941359,0.008592633270712887
2006-12-28,-0.0020201182689429426,-0.001995792699051081,-0.0030476892293168968,-0.001990157990595362,-0.0010418621147828364,-0.004826942598518037,-0.00187440208236388,-0.003412892078035468,0.0031303362380103845,-0.0003477719994312895,0.0003031927986645064
2006-12-29,-0.007662405316238555,-0.005022164501748328,-0.0047029118167530365,-0.004633656242249637,-0.005125950097255354,-0.003670323956786109,-0.00602982344742918,-0.007916751885577092,0.003921259752916796,-0.005988599300257171,-0.009995885144655707
2007-01-03,0.007236577307136902,-0.0015845938553077745,-0.0009155753794473976,0.007128051282124903,0.004567827193991485,0.007359392805530678,0.00701097660534252,-0.0015227252674914298,0.0018455558892839547,0.005809104547750011,-0.0347749304516137
2007-01-04,0.003304045793607633,0.007047803765122808,0.014267713800237154,0.007177227233834654,-0.0029750701592197453,-0.0025828644246241,0.0006987650443713532,-0.006158087426891908,0.001963728835842282,0.0016663078814953775,-0.017684928499136682
2007-01-05,-0.010797398696671838,-0.0057754204225504225,-0.010804603357980015,-0.01082448934723057,-0.005264376236817192,-0.020385005370958973,-0.010927239352454704,-0.008129847184049835,-0.014610661053425424,-0.006865809720111981,0.0060745418312607964
2007-01-08,0.003585523721870593,0.003253408382106362,0.0048653845460859355,-0.004075178488833736,0.0007966619000945522,-0.0021182748198512974,0.0038295193663100704,0.0005645669414596487,0.0005553032414810247,-0.0034476656287283987,0.005716251782981259
2007-01-09,0.0026940630569712303,-0.0003327049902438285,0.0019528011040400985,0.003071732691287868,0.002742191059572157,-2.223385222651007e-05,-0.0011513222406198391,0.002795212393517368,0.0133757748584523,0.0062136700690835255,-0.010354225624526148
2007-01-10,0.0039341176888350645,0.0032216774255329483,0.00923969252383566,0.01056588441710897,0.004595842119107054,0.0018450866360066077,0.005163324926026272,0.0037749796679600414,0.012224790661483631,0.005544098680734418,-0.014755032967128691
2007-01-11,0.011247893335262795,0.013734292780730371,0.00894897827832433,0.010084009356249812,0.006272874911440033,-0.0006067985320051894,0.006068511023362921,0.015295414061694618,0.012650426193599636,0.015095000728410147,-0.006182429989221768
2007-01-12,0.00663210575500985,0.008145885271704711,0.003840891302376704,0.0012206555945658145,-0.0014482626130318454,-0.00631086688381634,0.0022137759816546914,0.013631804766049749,0.005258555040778704,7.446696936209091e-05,0.02723307817454821
2007-01-16,0.004990790925991607,0.0011628194841502711,-0.0039722145626432245,0.0045086596835959844,0.0009678229658445439,0.0023228864802538685,0.0008053065304723939,0.000405570514173198,0.011125073433594843,0.0037907287726644907,-0.008718634204357442
2007-01-17,-0.0019864265855911536,0.0025292848574723498,-0.003658065865647968,-0.003508333185744103,7.142807302869125e-06,-0.00022072070995863915,-0.0010961861212184195,0.00169132659664691,-0.002662590190617431,0.001124277952566593,0.010395022259764457
2007-01-18,-0.0058283759354592745,-0.004771513561024339,-0.02746990631938862,-0.0016042271028544608,-0.0011871009390702267,-0.0031727291922143725,-0.0041740169464413715,-0.005838417140267023,-0.002760557017341062,-0.004302183031081265,-0.008111029916240723
2007-01-19,0.0029168842224873873,0.0034002847717170552,0.0016108186108683034,0.002962039823857718,0.0034076570582628612,0.005304384416840645,0.0011358857822348553,0.008326263415966725,0.011671935669991442,0.004565850919358443,0.02582566203487644
2007-01-22,-0.009952138703963834,-0.007713134674164138,-0.008612618324373827,-0.009016097654342636,0.00030366154674953084,0.0004938726771508019,-0.004664207521848005,-0.008063396653670543,-0.0066675544999215755,-0.004509141751856113,-0.0012994737484109953
2007-01-23,0.008527912202371491,0.000983221221694076,0.0021071479628441293,0.003490765885403244,0.002631578372123341,0.0036029324102804963,0.003277767344108254,0.014457519336189524,0.004553512872496961,0.003476840461146784,0.02597417858159538
2007-01-24,0.004279087758761443,0.007671447534900586,0.01896083410843275,0.014276837186319584,0.0028163741022081664,0.007996345473103097,0.009399290899333107,0.010455747490778431,0.011038707868857744,0.009461795877619757,0.006755119746050019
2007-01-25,-0.01463145407283598,-0.0071875407216669155,-0.010147747332875745,-0.0201805569266942,-0.006688668757937184,-0.005123461902167456,-0.014426047235093315,-0.003236045121883811,0.0026191928187017733,-0.014809636983890656,-0.019782480352239395
2007-01-26,-0.0009572578341589071,-0.0010387798917651494,0.0030603006266516327,-0.003115985822207193,-0.002729159542319946,0.0036230881035066924,0.0020614717935711897,-0.005232286374904499,0.0029036514302397077,-0.0023640114790793518,0.0018365025517225184
2007-01-29,0.006627715114685369,0.002087234134533499,-0.0003875585516555535,0.002174472434431696,0.0031225988993371103,0.0009207709516622324,-0.002883609600437016,0.007957623632839158,0.004098421086834241,0.003828276178494055,-0.00461564431181622
