Date,BONDS,COMMODITIES,STOCKS,VOLATILIITY
2006-02-06,58.557708740234375,21.916013717651367,45.30241012573242,13.039999961853027
2006-02-07,58.51679611206055,21.28207778930664,44.86134719848633,13.59000015258789
2006-02-08,58.487632751464844,21.191518783569336,45.184085845947266,12.829999923706055
2006-02-09,58.52265548706055,21.39075469970703,45.0980110168457,13.119999885559082
2006-02-10,58.39995574951172,21.0013370513916,45.19124984741211,12.869999885559082
2006-02-13,58.440834045410156,20.67531394958496,44.986846923828125,13.350000381469727
2006-02-14,58.347347259521484,20.503244400024414,45.413597106933594,12.25
2006-02-15,58.41164016723633,20.204391479492188,45.585716247558594,12.3100004196167
2006-02-16,58.353187561035156,20.44890785217285,45.940738677978516,11.479999542236328
2006-02-17,58.592796325683594,20.73870849609375,45.88693618774414,12.010000228881836
2006-02-21,58.376556396484375,21.082843780517578,45.75783920288086,12.40999984741211
2006-02-22,58.61030960083008,20.73870849609375,46.116451263427734,11.880000114440918
2006-02-23,58.57526779174805,20.666255950927734,46.00168228149414,11.869999885559082
2006-02-24,58.62199401855469,21.22774314880371,46.073429107666016,11.460000038146973
2006-02-27,58.49928283691406,20.8111572265625,46.20610046386719,11.59000015258789
2006-02-28,58.62199401855469,21.091899871826172,45.750675201416016,12.34000015258789
2006-03-01,58.62374496459961,21.046619415283203,46.15231704711914,11.539999961853027
2006-03-02,58.47720718383789,21.426979064941406,46.120033264160156,11.720000267028809
2006-03-03,58.35978698730469,21.6262149810791,46.04473114013672,11.960000038146973
2006-03-06,58.03721237182617,21.28207778930664,45.707645416259766,12.739999771118164
2006-03-07,58.18385696411133,20.910776138305664,45.52116012573242,12.65999984741211
2006-03-08,58.21320724487305,20.575695037841797,45.650272369384766,12.319999694824219
2006-03-09,58.136924743652344,20.783987045288086,45.40642547607422,12.680000305175781
2006-03-10,58.16040802001953,20.69342803955078,45.761436462402344,11.850000381469727
2006-03-13,58.26595687866211,20.965112686157227,45.87261199951172,11.369999885559082
2006-03-14,58.45951843261719,21.27302360534668,46.34596633911133,10.739999771118164
2006-03-15,58.30117416381836,21.037559509277344,46.55397033691406,11.350000381469727
2006-03-16,58.547481536865234,21.21868896484375,46.65437316894531,11.979999542236328
2006-03-17,58.418460845947266,21.119068145751953,46.69021224975586,12.119999885559082
2006-03-20,58.394996643066406,20.684371948242188,46.5915641784668,11.789999961853027
2006-03-21,58.242496490478516,20.756818771362305,46.33232498168945,11.619999885559082
2006-03-22,58.348087310791016,20.72059440612793,46.613162994384766,11.210000038146973
2006-03-23,58.30117416381836,21.07378578186035,46.60236740112305,11.170000076293945
2006-03-24,58.40083694458008,21.028505325317383,46.663578033447266,11.1899995803833
2006-03-27,58.4477653503418,21.155292510986328,46.63117599487305,11.460000038146973
2006-03-28,58.30117416381836,21.426979064941406,46.35751724243164,11.579999923706055
2006-03-29,58.18385696411133,21.571876525878906,46.78960037231445,10.949999809265137
2006-03-30,57.919952392578125,21.834510803222656,46.663578033447266,11.569999694824219
2006-03-31,58.113487243652344,21.680551528930664,46.68878173828125,11.390000343322754
2006-04-03,58.05633544921875,21.780170440673828,46.63836669921875,11.569999694824219
2006-04-04,58.132930755615234,21.662439346313477,46.90839767456055,11.140000343322754
2006-04-05,58.17413330078125,21.798282623291016,47.08125686645508,11.130000114440918
2006-04-06,58.127010345458984,22.187700271606445,47.059627532958984,11.449999809265137
2006-04-07,57.932701110839844,22.08808135986328,46.55555725097656,12.260000228881836
2006-04-10,57.87971496582031,22.49561309814453,46.616764068603516,12.1899995803833
2006-04-11,57.99747848510742,22.58617401123047,46.195499420166016,13.0
2006-04-12,57.9444580078125,22.540891647338867,46.289119720458984,12.760000228881836
2006-04-13,57.82674026489258,22.685789108276367,46.2783088684082,12.380000114440918
2006-04-17,57.920928955078125,22.93031120300293,46.206302642822266,12.579999923706055
2006-04-18,57.87971496582031,23.229164123535156,47.00203323364258,11.399999618530273
2006-04-19,57.932701110839844,23.455568313598633,47.14244842529297,11.319999694824219
2006-04-20,57.844356536865234,23.18388557434082,47.207252502441406,11.640000343322754
2006-04-21,57.83850860595703,23.672916412353516,47.185672760009766,11.59000015258789
2006-04-24,58.05633544921875,23.201993942260742,47.04883575439453,11.75
2006-04-25,57.862064361572266,23.274444580078125,46.89759063720703,11.75
2006-04-26,57.76194381713867,23.18388557434082,46.90839767456055,11.760000228881836
2006-04-27,57.89735412597656,22.82163429260254,47.04522705078125,11.84000015258789
2006-04-28,58.026912689208984,23.201993942260742,47.13525390625,11.59000015258789
2006-05-01,57.799373626708984,23.455568313598633,46.90839767456055,12.539999961853027
2006-05-02,57.85846710205078,23.72725486755371,47.185672760009766,11.989999771118164
2006-05-03,57.81709671020508,23.301610946655273,47.04883575439453,11.989999771118164
2006-05-04,57.78754425048828,23.020870208740234,47.26848220825195,11.859999656677246
2006-05-05,57.89397048950195,23.274444580078125,47.67173767089844,11.619999885559082
2006-05-08,57.93526840209961,23.211050033569336,47.71494674682617,12.0
2006-05-09,57.90571212768555,23.573299407958984,47.711341857910156,11.989999771118164
2006-05-10,57.8406867980957,24.161951065063477,47.64653015136719,11.779999732971191
2006-05-11,57.80530548095703,24.397415161132812,47.03084182739258,12.489999771118164
2006-05-12,57.681148529052734,24.315906524658203,46.40072250366211,14.1899995803833
2006-05-15,57.71659469604492,23.49179458618164,46.45113754272461,13.569999694824219
2006-05-16,58.00033187866211,23.56424331665039,46.303504943847656,13.350000381469727
2006-05-17,57.83483123779297,23.528017044067383,45.45737838745117,16.260000228881836
2006-05-18,58.07720184326172,23.53707504272461,45.24494552612305,16.989999771118164
2006-05-19,58.065330505371094,23.020870208740234,45.500572204589844,17.18000030517578
2006-05-22,58.07720184326172,23.201993942260742,45.23054504394531,17.719999313354492
2006-05-23,57.91755676269531,23.56424331665039,44.877689361572266,18.260000228881836
