Date,BONDS,COMMODITIES,STOCKS,VOLATILIITY
2006-02-06,58.55768585205078,21.916013717651367,45.30241394042969,13.039999961853027
2006-02-07,58.51679611206055,21.282079696655273,44.86133575439453,13.59000015258789
2006-02-08,58.48765182495117,21.191516876220703,45.184078216552734,12.829999923706055
2006-02-09,58.52265167236328,21.39075469970703,45.098018646240234,13.119999885559082
2006-02-10,58.39994430541992,21.001338958740234,45.191253662109375,12.869999885559082
2006-02-13,58.44083023071289,20.675315856933594,44.98685836791992,13.350000381469727
2006-02-14,58.34733963012695,20.503246307373047,45.41358947753906,12.25
2006-02-15,58.411651611328125,20.204387664794922,45.58571243286133,12.3100004196167
2006-02-16,58.353206634521484,20.448909759521484,45.94072723388672,11.479999542236328
2006-02-17,58.5927619934082,20.73870849609375,45.886940002441406,12.010000228881836
2006-02-21,58.37657928466797,21.082843780517578,45.757843017578125,12.40999984741211
2006-02-22,58.61033630371094,20.73870849609375,46.11644744873047,11.880000114440918
2006-02-23,58.575233459472656,20.666257858276367,46.001705169677734,11.869999885559082
2006-02-24,58.62199783325195,21.227741241455078,46.07341384887695,11.460000038146973
2006-02-27,58.49932098388672,20.811155319213867,46.206119537353516,11.59000015258789
2006-02-28,58.62199783325195,21.091899871826172,45.75067138671875,12.34000015258789
2006-03-01,58.62370681762695,21.046615600585938,46.152305603027344,11.539999961853027
2006-03-02,58.47714614868164,21.426979064941406,46.12004852294922,11.720000267028809
2006-03-03,58.35984802246094,21.6262149810791,46.04473876953125,11.960000038146973
2006-03-06,58.03721237182617,21.282079696655273,45.707645416259766,12.739999771118164
2006-03-07,58.183876037597656,20.91077423095703,45.521175384521484,12.65999984741211
2006-03-08,58.21319580078125,20.57569694519043,45.65026092529297,12.319999694824219
2006-03-09,58.13689041137695,20.78399085998535,45.40641403198242,12.680000305175781
2006-03-10,58.160377502441406,20.69342613220215,45.76142883300781,11.850000381469727
2006-03-13,58.265960693359375,20.96510887145996,45.872596740722656,11.369999885559082
2006-03-14,58.45951461791992,21.27302360534668,46.34595489501953,10.739999771118164
2006-03-15,58.30122375488281,21.037559509277344,46.553932189941406,11.350000381469727
2006-03-16,58.54750061035156,21.218687057495117,46.654354095458984,11.979999542236328
2006-03-17,58.41847610473633,21.119068145751953,46.69021987915039,12.119999885559082
2006-03-20,58.39503479003906,20.684371948242188,46.591556549072266,11.789999961853027
2006-03-21,58.24250030517578,20.756818771362305,46.332313537597656,11.619999885559082
2006-03-22,58.348079681396484,20.72059440612793,46.613162994384766,11.210000038146973
2006-03-23,58.30122375488281,21.07378578186035,46.60236358642578,11.170000076293945
2006-03-24,58.400848388671875,21.028507232666016,46.663578033447266,11.1899995803833
2006-03-27,58.44777297973633,21.155292510986328,46.631168365478516,11.460000038146973
2006-03-28,58.30122375488281,21.426979064941406,46.35752487182617,11.579999923706055
2006-03-29,58.183876037597656,21.571876525878906,46.78959274291992,10.949999809265137
2006-03-30,57.91990661621094,21.83450698852539,46.663578033447266,11.569999694824219
2006-03-31,58.11347579956055,21.680551528930664,46.68879699707031,11.390000343322754
2006-04-03,58.0563850402832,21.780168533325195,46.63836669921875,11.569999694824219
2006-04-04,58.13287353515625,21.66244125366211,46.908416748046875,11.140000343322754
2006-04-05,58.1740837097168,21.798282623291016,47.081241607666016,11.130000114440918
2006-04-06,58.12705993652344,22.187700271606445,47.059627532958984,11.449999809265137
2006-04-07,57.93270492553711,22.08808135986328,46.55557632446289,12.260000228881836
2006-04-10,57.87974166870117,22.495609283447266,46.61677932739258,12.1899995803833
2006-04-11,57.99747848510742,22.5861759185791,46.19550704956055,13.0
2006-04-12,57.94449234008789,22.5408935546875,46.289127349853516,12.760000228881836
2006-04-13,57.82671356201172,22.685791015625,46.278316497802734,12.380000114440918
2006-04-17,57.92093276977539,22.930307388305664,46.20630645751953,12.579999923706055
2006-04-18,57.87974166870117,23.229164123535156,47.002010345458984,11.399999618530273
2006-04-19,57.93270492553711,23.455568313598633,47.1424560546875,11.319999694824219
2006-04-20,57.844425201416016,23.183883666992188,47.20725631713867,11.640000343322754
2006-04-21,57.838478088378906,23.672914505004883,47.18567657470703,11.59000015258789
2006-04-24,58.0563850402832,23.201995849609375,47.0488395690918,11.75
2006-04-25,57.862030029296875,23.274444580078125,46.89762496948242,11.75
2006-04-26,57.76194763183594,23.183883666992188,46.908416748046875,11.760000228881836
2006-04-27,57.89738845825195,22.82163429260254,47.04524230957031,11.84000015258789
2006-04-28,58.02696228027344,23.201995849609375,47.135257720947266,11.59000015258789
2006-05-01,57.79936599731445,23.455568313598633,46.908416748046875,12.539999961853027
2006-05-02,57.858455657958984,23.72725486755371,47.18567657470703,11.989999771118164
2006-05-03,57.81709289550781,23.301612854003906,47.0488395690918,11.989999771118164
2006-05-04,57.78754806518555,23.020870208740234,47.26846694946289,11.859999656677246
2006-05-05,57.893943786621094,23.274444580078125,47.67173767089844,11.619999885559082
2006-05-08,57.93528366088867,23.211050033569336,47.714942932128906,12.0
2006-05-09,57.90573501586914,23.573301315307617,47.711341857910156,11.989999771118164
2006-05-10,57.84071731567383,24.16195297241211,47.64652633666992,11.779999732971191
2006-05-11,57.80524444580078,24.39741325378418,47.03083801269531,12.489999771118164
2006-05-12,57.68117904663086,24.315906524658203,46.400733947753906,14.1899995803833
2006-05-15,57.716636657714844,23.491792678833008,46.451133728027344,13.569999694824219
2006-05-16,58.00031661987305,23.564245223999023,46.303504943847656,13.350000381469727
2006-05-17,57.834842681884766,23.528018951416016,45.45736312866211,16.260000228881836
2006-05-18,58.07712173461914,23.537073135375977,45.24495315551758,16.989999771118164
2006-05-19,58.06532287597656,23.020870208740234,45.50059509277344,17.18000030517578
2006-05-22,58.07712173461914,23.201995849609375,45.23054885864258,17.719999313354492
2006-05-23,57.917572021484375,23.564245223999023,44.877681732177734,18.260000228881836
2006-05-24,57.92937469482422,22.966535568237305,45.03250503540039,17.360000610351562
2006-05-25,57.9234619140625,23.36500358581543,45.65541458129883,15.5
2006-05-26,58.1717414855957,23.59140968322754,45.9146728515625,14.260000228881836
2006-05-30,58.04166793823242,23.464624404907227,45.082916259765625,18.65999984741211
2006-05-31,57.91166687011719,23.111434936523438,45.61580276489258,16.440000534057617
2006-06-01,57.865966796875,22.8306884765625,46.19550704956055,14.520000457763672
2006-06-02,58.31098937988281,23.283498764038086,46.28551483154297,14.319999694824219
2006-06-05,58.121131896972656,23.22010612487793,45.507789611816406,16.649999618530273
2006-06-06,58.27544021606445,23.020870208740234,45.30253601074219,17.34000015258789
2006-06-07,58.091461181640625,22.866914749145508,45.00729751586914,17.799999237060547
2006-06-08,58.287296295166016,22.62239646911621,44.96410369873047,18.350000381469727
2006-06-09,58.37033462524414,22.65862274169922,44.791263580322266,18.1200008392334
2006-06-12,58.192344665527344,22.386934280395508,44.20437240600586,20.959999084472656
2006-06-13,58.35849380493164,21.780168533325195,43.6786994934082,23.809999465942383
2006-06-14,58.1389274597168,21.771114349365234,43.955936431884766,21.459999084472656
2006-06-15,58.04399108886719,22.006574630737305,44.971290588378906,15.899999618530273
2006-06-16,58.00835037231445,22.05185890197754,44.73727035522461,17.25
2006-06-19,57.85408020019531,21.64432716369629,44.287200927734375,17.829999923706055
2006-06-20,57.88969421386719,21.825450897216797,44.2979850769043,16.690000534057617
2006-06-21,57.907508850097656,22.142417907714844,44.791263580322266,15.520000457763672
2006-06-22,57.65827941894531,22.133365631103516,44.54642868041992,15.880000114440918
2006-06-23,57.68800354003906,22.08808135986328,44.61484146118164,15.890000343322754
2006-06-26,57.52182388305664,22.332595825195312,44.8336181640625,15.619999885559082
2006-06-27,57.68198776245117,22.414104461669922,44.40690994262695,16.399999618530273
