Date,Adj Close
2007-11-20,0.004476163998967664
2007-11-21,-0.01605507806431916
2007-11-23,0.016749426122977695
2007-11-26,-0.023512966551297865
2007-11-27,0.014819795556490156
2007-11-28,0.0281596233998318
2007-11-29,0.000476361425262084
2007-11-30,0.00774018490674333
2007-12-03,-0.005904735888844215
2007-12-04,-0.006561737772241116
2007-12-05,0.0150759150455686
2007-12-06,0.01492497250929059
2007-12-07,-0.0017795035510106416
2007-12-10,0.007481894107170817
2007-12-11,-0.02559587137042474
2007-12-12,0.006031879025493403
2007-12-13,0.001223575520302056
2007-12-14,-0.013841622651711738
2007-12-17,-0.015134854466995584
2007-12-18,0.006260159463819193
2007-12-19,-0.0013617568126456092
2007-12-20,0.004888236191244566
2007-12-21,0.016532422665618718
2007-12-24,0.008044560385114252
2007-12-26,0.0008083090331476583
2007-12-27,-0.014385263354659727
2007-12-28,0.001502640562007329
2007-12-31,-0.006875168311073487
2008-01-02,-0.014543083003997204
2008-01-03,0.0
2008-01-04,-0.024857970223955306
2008-01-07,0.003218075231744777
2008-01-08,-0.018522757462586803
2008-01-09,0.013532109841889017
2008-01-10,0.00791671189712595
2008-01-11,-0.013688651328566337
2008-01-14,0.01081197664888034
2008-01-15,-0.025240900594804216
2008-01-16,-0.005627885721787962
2008-01-17,-0.02952417654491235
2008-01-18,-0.006063769329588631
2008-01-22,-0.011147057387661974
2008-01-23,0.02121552966457596
2008-01-24,0.010012438257545497
2008-01-25,-0.015999239008266386
2008-01-28,0.01739613041048127
2008-01-29,0.006140880526634085
2008-01-30,-0.004775378708849587
2008-01-31,0.016633152629791148
2008-02-01,0.01216321916738039
2008-02-04,-0.010517990019449641
2008-02-05,-0.03251847341534386
2008-02-06,-0.00765284938923827
2008-02-07,0.007854842639588355
2008-02-08,-0.0042125802217771735
2008-02-11,0.005871726706863534
2008-02-12,0.0072396273807111555
2008-02-13,0.013512358038407335
2008-02-14,-0.013512358038407335
2008-02-15,0.0008373973796755863
2008-02-19,-0.0008966759003650182
2008-02-20,0.008306277988261002
2008-02-21,-0.012950864527482508
2008-02-22,0.007849720529112147
2008-02-25,0.013718145806112858
2008-02-26,0.006894091743070874
2008-02-27,-0.0009198674497632453
2008-02-28,-0.00898209299043451
2008-02-29,-0.027463395019370118
2008-03-03,0.0005334101903082811
2008-03-04,-0.003453585425228667
2008-03-05,0.005224655309318038
2008-03-06,-0.022259858524764198
2008-03-07,-0.008445928205016884
2008-03-10,-0.015584285792662023
2008-03-11,0.03645713261332961
2008-03-12,-0.009036278359461747
2008-03-13,0.005113823424050423
2008-03-14,-0.021002274391494602
2008-03-17,-0.008999054083631108
2008-03-18,0.04153489642900965
2008-03-19,-0.0245869966260841
2008-03-20,0.023662286124142007
2008-03-24,0.01520524258521494
2008-03-25,0.002301247732709122
2008-03-26,-0.00880440513862979
2008-03-27,-0.011526658548938862
2008-03-28,-0.00798195753141595
2008-03-31,0.0056711353928271535
2008-04-01,0.035267092136393785
2008-04-02,-0.0019359429314116383
2008-04-03,0.0013007917822775994
2008-04-04,0.0007956797214259126
2008-04-07,0.0015603804918233877
2008-04-08,-0.005113082927238999
2008-04-09,-0.008124990899776918
2008-04-10,0.004464073140925784
2008-04-11,-0.020584597439500918
2008-04-14,-0.003389522761990449
2008-04-15,0.004589329186817537
2008-04-16,0.0224376485954636
2008-04-17,0.0006227205936708557
2008-04-18,0.01797645360615352
2008-04-21,-0.001554732801476888
2008-04-22,-0.008849273303171756
2008-04-23,0.002895720843083538
2008-04-24,0.006421614900284922
2008-04-25,0.0064737365287355075
2008-04-28,-0.001052154891209689
2008-04-29,-0.003896273255606708
2008-04-30,-0.0038537184080862374
2008-05-01,0.016995468403441905
2008-05-02,0.0032303754374387594
2008-05-05,-0.004543891610429895
2008-05-06,0.007622805755977957
2008-05-07,-0.01827985274237065
2008-05-08,0.003662835326675662
2008-05-09,-0.006748165663026384
2008-05-12,0.010960492292484858
2008-05-13,-0.0003847453519085775
2008-05-14,0.003997583280623829
2008-05-15,0.010528841196037142
2008-05-16,0.0012496171021449953
2008-05-19,0.0008976426143174621
2008-05-20,-0.009316856535458662
2008-05-21,-0.016183786536071665
2008-05-22,0.0026139593430798413
2008-05-23,-0.013298434194714659
2008-05-27,0.006822892512121648
2008-05-28,0.00395505891648007
2008-05-29,0.005320756886203704
2008-05-30,0.0015150183743459777
2008-06-02,-0.010559822954777864
2008-06-03,-0.0058046421345538946
2008-06-04,-0.00032674973242130534
2008-06-05,0.019308535254153547
2008-06-06,-0.03137633801853834
2008-06-09,0.0007933736546297254
2008-06-10,-0.0024410485020096573
2008-06-11,-0.017038681020649094
2008-06-12,0.003274332291770321
2008-06-13,0.014934189182590707
